ein,name,city,state,country,organization type,strein,guidestar_url,asset_amount,income_amount,revenue_amount
521562574,Nova Artists Inc.,Morristown,NJ,United States,PC,52-1562574,https://www.guidestar.org/profile/52-1562574,0.0,0.0,0.0
770679848,Christian Missionary Fellowship Inc.,Winchester,OH,United States,PC,77-0679848,https://www.guidestar.org/profile/77-0679848,0.0,0.0,0.0
760545202,Shri Krishna Pranami Association of USA,Phoenix,AZ,United States,PC,76-0545202,https://www.guidestar.org/profile/76-0545202,0.0,0.0,0.0
264100323,Tree Foundation,Fort Worth,TX,United States,PC,26-4100323,https://www.guidestar.org/profile/26-4100323,0.0,0.0,0.0
812297554,Get Out Stay Out,Santa Maria,CA,United States,PC,81-2297554,https://www.guidestar.org/profile/81-2297554,0.0,0.0,0.0
223273838,Limbach Samaj of America Inc. US A,Verona,NJ,United States,PC,22-3273838,https://www.guidestar.org/profile/22-3273838,0.0,0.0,0.0
462353089,Saapa Educational Foundation Inc.,Saint Augustine,FL,United States,PC,46-2353089,https://www.guidestar.org/profile/46-2353089,0.0,0.0,0.0
841622778,Christmas Wonderland Inc.,Alton,IL,United States,PC,84-1622778,https://www.guidestar.org/profile/84-1622778,0.0,0.0,0.0
753181221,Hands of Compassion Inc.,Oak Grove,MN,United States,PC,75-3181221,https://www.guidestar.org/profile/75-3181221,0.0,0.0,0.0
461078454,Juanita Baseball Club,Kirkland,WA,United States,PC,46-1078454,https://www.guidestar.org/profile/46-1078454,0.0,0.0,0.0
260017113,Sail Marblehead Inc.,Marblehead,MA,United States,PC,26-0017113,https://www.guidestar.org/profile/26-0017113,0.0,0.0,0.0
542116136,Bullard Wrestling Booster Club,Fresno,CA,United States,PC,54-2116136,https://www.guidestar.org/profile/54-2116136,0.0,0.0,0.0
473368094,Summit County Youth Inc.,Breckenridge,CO,United States,PC,47-3368094,https://www.guidestar.org/profile/47-3368094,0.0,0.0,0.0
911845257,Veterans 4th of July Parade Committee of Anchorage Inc.,Anchorage,AK,United States,PC,91-1845257,https://www.guidestar.org/profile/91-1845257,0.0,0.0,0.0
300512497,Adventures in Archaeology,McMurray,PA,United States,PC,30-0512497,https://www.guidestar.org/profile/30-0512497,0.0,0.0,0.0
20565459,New York State Scoa Widowers & Children Fund,New York,NY,United States,PC,02-0565459,https://www.guidestar.org/profile/02-0565459,0.0,0.0,0.0
237352861,National Railway Historical Society Potomac Chapter Inc.,Kensington,MD,United States,PC,23-7352861,https://www.guidestar.org/profile/23-7352861,0.0,0.0,0.0
432028595,East Coast Antique Tractor Club,Seabrook,NH,United States,PC,43-2028595,https://www.guidestar.org/profile/43-2028595,0.0,0.0,0.0
141995169,Good News Community Church,Festus,MO,United States,PC,14-1995169,https://www.guidestar.org/profile/14-1995169,0.0,0.0,0.0
611749245,Birth Network Monterey County,Monterey,CA,United States,PC,61-1749245,https://www.guidestar.org/profile/61-1749245,0.0,0.0,0.0
274521038,Long Beach Pop Warner Football and Cheer,Long Beach,CA,United States,PC,27-4521038,https://www.guidestar.org/profile/27-4521038,0.0,0.0,0.0
582336812,Barefoot Productions Inc.,Augusta,GA,United States,PC,58-2336812,https://www.guidestar.org/profile/58-2336812,0.0,0.0,0.0
474225931,Maxwells Way,Irvine,CA,United States,PC,47-4225931,https://www.guidestar.org/profile/47-4225931,0.0,0.0,0.0
752823549,Christian Tabernacle True Holiness Church of Praise Inc.,Garland,TX,United States,PC,75-2823549,https://www.guidestar.org/profile/75-2823549,0.0,0.0,0.0
824046223,Gofundcollege Inc.,Miami,FL,United States,PC,82-4046223,https://www.guidestar.org/profile/82-4046223,0.0,0.0,0.0
823993292,Michigan Reading Association,Grand Rapids,MI,United States,PC,82-3993292,https://www.guidestar.org/profile/82-3993292,0.0,0.0,0.0
203228359,Special Life Ministry Network Inc.,the Woodlands,TX,United States,PC,20-3228359,https://www.guidestar.org/profile/20-3228359,0.0,0.0,0.0
822589395,Lions Gate Ministries Inc.,Bound Brook,NJ,United States,PC,82-2589395,https://www.guidestar.org/profile/82-2589395,0.0,0.0,0.0
752966166,The Jcpenney Foundation,Plano,TX,United States,PC,75-2966166,https://www.guidestar.org/profile/75-2966166,0.0,0.0,0.0
850775717,Little Whiskers Kitten Rescue Inc.,Paradise,CA,United States,PC,85-0775717,https://www.guidestar.org/profile/85-0775717,0.0,0.0,0.0
810884813,Surgeons of Service Inc.,Greensboro,GA,United States,PC,81-0884813,https://www.guidestar.org/profile/81-0884813,0.0,0.0,0.0
870458073,North American Airlines Ski Federation Foundation,Blairsville,GA,United States,PC,87-0458073,https://www.guidestar.org/profile/87-0458073,0.0,0.0,0.0
810766995,Buk Foundation,Salt Lake Cty,UT,United States,PC,81-0766995,https://www.guidestar.org/profile/81-0766995,0.0,0.0,0.0
824145513,Mark Friday Memorial Scholarship Foundation,Cornelius,NC,United States,PC,82-4145513,https://www.guidestar.org/profile/82-4145513,0.0,0.0,0.0
473826383,Project Dyslexia Nfp,New Lenox,IL,United States,PC,47-3826383,https://www.guidestar.org/profile/47-3826383,0.0,0.0,0.0
821429530,Horse Prayer,Aberdeen,WA,United States,PC,82-1429530,https://www.guidestar.org/profile/82-1429530,0.0,0.0,0.0
850248309,Greater Artesia Foundation,Artesia,NM,United States,PC,85-0248309,https://www.guidestar.org/profile/85-0248309,0.0,0.0,0.0
956187083,Boys & Girls Clubs of Greater Redlands-Riverside,Redlands,CA,United States,PC,95-6187083,https://www.guidestar.org/profile/95-6187083,0.0,0.0,0.0
680337899,Harvest Bible Church Inc.,Stockton,CA,United States,PC,68-0337899,https://www.guidestar.org/profile/68-0337899,0.0,0.0,0.0
275121062,Scorpion Baseball,Slidell,LA,United States,PC,27-5121062,https://www.guidestar.org/profile/27-5121062,0.0,0.0,0.0
30519507,Greater Heights Christian Church Inc.,Snellville,GA,United States,PC,03-0519507,https://www.guidestar.org/profile/03-0519507,0.0,0.0,0.0
463195346,Jeannies Wish Inc.,Barboursville,WV,United States,PC,46-3195346,https://www.guidestar.org/profile/46-3195346,0.0,0.0,0.0
223219499,Pioneer Library System,Canandaigua,NY,United States,PC,22-3219499,https://www.guidestar.org/profile/22-3219499,0.0,0.0,0.0
452060872,Open Christian Center Inc.,Wayland,MI,United States,PC,45-2060872,https://www.guidestar.org/profile/45-2060872,0.0,0.0,0.0
473027414,Teen Dream Builders Club & Creative Learning Center,Buckeye,AZ,United States,PC,47-3027414,https://www.guidestar.org/profile/47-3027414,0.0,0.0,0.0
464204185,Support of Torah Inc.,Brooklyn,NY,United States,PC,46-4204185,https://www.guidestar.org/profile/46-4204185,0.0,0.0,0.0
930841132,Harney Helping Organization for Personal Emergencies,Burns,OR,United States,PC,93-0841132,https://www.guidestar.org/profile/93-0841132,0.0,0.0,0.0
464445900,Smiths Station Dyb Inc.,Smiths Sta,AL,United States,PC,46-4445900,https://www.guidestar.org/profile/46-4445900,0.0,0.0,0.0
611396011,St. Joe Community Center Inc.,Raywick,KY,United States,PC,61-1396011,https://www.guidestar.org/profile/61-1396011,0.0,0.0,0.0
260392382,Oscar Sa Garcia Foundation,Chula Vista,CA,United States,PC,26-0392382,https://www.guidestar.org/profile/26-0392382,0.0,0.0,0.0
812658818,Fredidance Project Inc.,Lakeland,FL,United States,PC,81-2658818,https://www.guidestar.org/profile/81-2658818,0.0,0.0,0.0
710875331,Murray Greenhouse Foundation,Murray,UT,United States,PC,71-0875331,https://www.guidestar.org/profile/71-0875331,0.0,0.0,0.0
474435955,Vietnamese American Leadership Foundation Inc.,Norcross,GA,United States,PC,47-4435955,https://www.guidestar.org/profile/47-4435955,0.0,0.0,0.0
203369380,Foundation of Active 20 30 Club of Bakersfield Incorporated,Bakersfield,CA,United States,PC,20-3369380,https://www.guidestar.org/profile/20-3369380,0.0,0.0,0.0
462490091,Bridge Northwest Development Inc.,San Francisco,CA,United States,PC,46-2490091,https://www.guidestar.org/profile/46-2490091,0.0,0.0,0.0
203112162,Walking in Gods Will Inc.,Ashville,AL,United States,PC,20-3112162,https://www.guidestar.org/profile/20-3112162,0.0,0.0,0.0
562207438,Davis High Ventures Corporation,Engelhard,NC,United States,PC,56-2207438,https://www.guidestar.org/profile/56-2207438,0.0,0.0,0.0
956196396,Westminster Chapter SPEBSQSA Inc.,Los Angeles,CA,United States,PC,95-6196396,https://www.guidestar.org/profile/95-6196396,0.0,0.0,0.0
824250267,Teen College,Kekaha,HI,United States,PC,82-4250267,https://www.guidestar.org/profile/82-4250267,0.0,0.0,0.0
453809220,Thyroid Hope,Cherry Hill,NJ,United States,PC,45-3809220,https://www.guidestar.org/profile/45-3809220,0.0,0.0,0.0
371694548,Life Touch Ministries,Jennings,LA,United States,PC,37-1694548,https://www.guidestar.org/profile/37-1694548,0.0,0.0,0.0
222221158,Lifetime Assistance Incorporated,Rochester,NY,United States,PC,22-2221158,https://www.guidestar.org/profile/22-2221158,0.0,0.0,0.0
814617515,Boldly Baldwin Inc.,N Chesterfld,VA,United States,PC,81-4617515,https://www.guidestar.org/profile/81-4617515,0.0,0.0,0.0
832544496,Eagle Lake Camp Inc.,Lockridge,IA,United States,PC,83-2544496,https://www.guidestar.org/profile/83-2544496,0.0,0.0,0.0
752996613,Resources for Women Inc.,Daytona Beach,FL,United States,PC,75-2996613,https://www.guidestar.org/profile/75-2996613,0.0,0.0,0.0
471376914,Calise Memorial Scholarship Fund,Wayne,NJ,United States,PC,47-1376914,https://www.guidestar.org/profile/47-1376914,0.0,0.0,0.0
510564865,Vista Volunteers,Gaviota,CA,United States,PC,51-0564865,https://www.guidestar.org/profile/51-0564865,0.0,0.0,0.0
831754743,Arts & Nibbles,Dearborn,MI,United States,PC,83-1754743,https://www.guidestar.org/profile/83-1754743,0.0,0.0,0.0
742542562,Beth-El College of Nursing,Colorado Spgs,CO,United States,PC,74-2542562,https://www.guidestar.org/profile/74-2542562,0.0,0.0,0.0
61584822,Chinaresearchnetorg Inc.,Dix Hills,NY,United States,PC,06-1584822,https://www.guidestar.org/profile/06-1584822,0.0,0.0,0.0
832511815,Heart of God Foundation,Pasadena,CA,United States,PC,83-2511815,https://www.guidestar.org/profile/83-2511815,0.0,0.0,0.0
10934025,Myers Park Mustang Community Organization Llc,Charlotte,NC,United States,PC,01-0934025,https://www.guidestar.org/profile/01-0934025,0.0,0.0,0.0
464103507,Kenshokai Japanese Swordsmanship Association,Los Angeles,CA,United States,PC,46-4103507,https://www.guidestar.org/profile/46-4103507,0.0,0.0,0.0
455163142,Tyler Red Raider Youth Football Association Inc.,Tyler,TX,United States,PC,45-5163142,https://www.guidestar.org/profile/45-5163142,0.0,0.0,0.0
831857993,Cac of Laguna Woods Village,Laguna Hills,CA,United States,PC,83-1857993,https://www.guidestar.org/profile/83-1857993,0.0,0.0,0.0
833707895,The Solution,North Las Vegas,NV,United States,PC,83-3707895,https://www.guidestar.org/profile/83-3707895,0.0,0.0,0.0
820527355,Idaho Horse Park Foundation Inc.,Nampa,ID,United States,PC,82-0527355,https://www.guidestar.org/profile/82-0527355,0.0,0.0,0.0
850776315,Madison Heights Emergency Pantry,Madison Hts,MI,United States,PC,85-0776315,https://www.guidestar.org/profile/85-0776315,0.0,0.0,0.0
640744867,Villa Pacis Inc.,Jackson,MS,United States,PC,64-0744867,https://www.guidestar.org/profile/64-0744867,0.0,0.0,0.0
844658862,Praise in the Park,Plant City,FL,United States,PC,84-4658862,https://www.guidestar.org/profile/84-4658862,0.0,0.0,0.0
50493229,John F Spellman Center Inc.,Riverside,RI,United States,PC,05-0493229,https://www.guidestar.org/profile/05-0493229,0.0,0.0,0.0
844455413,Ideaz Shack Nfp,Schaumburg,IL,United States,PC,84-4455413,https://www.guidestar.org/profile/84-4455413,0.0,0.0,0.0
822666162,Vets for Elders,La Mesa,CA,United States,PC,82-2666162,https://www.guidestar.org/profile/82-2666162,0.0,0.0,0.0
541492707,Al-Anon Service Center of Northern Virginia,Manassas,VA,United States,PC,54-1492707,https://www.guidestar.org/profile/54-1492707,0.0,0.0,0.0
341234900,Community of Gods Love,Steubenville,OH,United States,PC,34-1234900,https://www.guidestar.org/profile/34-1234900,0.0,0.0,0.0
463768435,Redemptive Love Ministries International,Lancaster,CA,United States,PC,46-3768435,https://www.guidestar.org/profile/46-3768435,0.0,0.0,0.0
742177975,Houston Safari Club Foundation,Houston,TX,United States,PC,74-2177975,https://www.guidestar.org/profile/74-2177975,0.0,0.0,0.0
823555965,Chasing Chances Rescue,Mountain Home,ID,United States,PC,82-3555965,https://www.guidestar.org/profile/82-3555965,0.0,0.0,0.0
463003807,Adventist New Vision Fellowship Church,Silver Spring,MD,United States,PC,46-3003807,https://www.guidestar.org/profile/46-3003807,0.0,0.0,0.0
611716360,Warren County Backstoppers Committee,Marthasville,MO,United States,PC,61-1716360,https://www.guidestar.org/profile/61-1716360,0.0,0.0,0.0
410951379,Minneapolis Electrical Joint Apprenticeship & Training Tr Fund,Saint Michael,MN,United States,PC,41-0951379,https://www.guidestar.org/profile/41-0951379,0.0,0.0,0.0
860522951,The Friends of Arizona Highways Magazine Foundation,Phoenix,AZ,United States,PC,86-0522951,https://www.guidestar.org/profile/86-0522951,0.0,0.0,0.0
364562602,Ms Cure Fund Inc.,Weston,MA,United States,PC,36-4562602,https://www.guidestar.org/profile/36-4562602,0.0,0.0,0.0
812800396,Echoed Purpose A Nj Nonprofit Corporation,Paterson,NJ,United States,PC,81-2800396,https://www.guidestar.org/profile/81-2800396,0.0,0.0,0.0
300149218,Great Southwest Track and Field Classic Inc.,Albuquerque,NM,United States,PC,30-0149218,https://www.guidestar.org/profile/30-0149218,0.0,0.0,0.0
826012841,Eagle Fire Protection Dist,Eagle,ID,United States,PC,82-6012841,https://www.guidestar.org/profile/82-6012841,0.0,0.0,0.0
562515776,Threshold International Ministries,Richardson,TX,United States,PC,56-2515776,https://www.guidestar.org/profile/56-2515776,0.0,0.0,0.0
113235349,The City University of New York School of Law Foundation Inc.,Long Island City,NY,United States,PC,11-3235349,https://www.guidestar.org/profile/11-3235349,0.0,0.0,0.0
376083302,Galesburg Youth Cal Ripken Baseball League Inc.,Galesburg,IL,United States,PC,37-6083302,https://www.guidestar.org/profile/37-6083302,0.0,0.0,0.0
261150962,Save Community Colleges Organization Inc.,Kildeer,IL,United States,PC,26-1150962,https://www.guidestar.org/profile/26-1150962,0.0,0.0,0.0
273505218,Hokulele Volleyball Club,Honolulu,HI,United States,PC,27-3505218,https://www.guidestar.org/profile/27-3505218,0.0,0.0,0.0
582194069,Doctors for Global Health Inc.,Syracuse,NY,United States,PC,58-2194069,https://www.guidestar.org/profile/58-2194069,0.0,0.0,0.0
10545327,Penobscot Valley Hospital,Lincoln,ME,United States,PC,01-0545327,https://www.guidestar.org/profile/01-0545327,0.0,0.0,0.0
208379948,Khal Bnei Avrohom Yaakov Inc.,Brooklyn,NY,United States,PC,20-8379948,https://www.guidestar.org/profile/20-8379948,0.0,0.0,0.0
630698031,North Central Alabama Regional Alcoholism Council Inc.,Cullman,AL,United States,PC,63-0698031,https://www.guidestar.org/profile/63-0698031,0.0,0.0,0.0
822370579,Md Dogs Incorporated,Nicholasville,KY,United States,PC,82-2370579,https://www.guidestar.org/profile/82-2370579,0.0,0.0,0.0
800842179,Defiance Area Chamber of Commerce Foundation Inc.,Defiance,OH,United States,PC,80-0842179,https://www.guidestar.org/profile/80-0842179,0.0,0.0,0.0
371098153,Cerro Gordo Community Pre-School,Cerro Gordo,IL,United States,PC,37-1098153,https://www.guidestar.org/profile/37-1098153,0.0,0.0,0.0
133333958,Good Pennyworths Inc.,New York,NY,United States,PC,13-3333958,https://www.guidestar.org/profile/13-3333958,0.0,0.0,0.0
946174007,Lodi Sister-City Committee Inc.,Lodi,CA,United States,PC,94-6174007,https://www.guidestar.org/profile/94-6174007,0.0,0.0,0.0
834693241,Anthonys Run for Recovery,South Park,PA,United States,PC,83-4693241,https://www.guidestar.org/profile/83-4693241,0.0,0.0,0.0
261424654,First Avenue Uptown College District,Cedar Rapids,IA,United States,PC,26-1424654,https://www.guidestar.org/profile/26-1424654,0.0,0.0,0.0
166073673,Ischu Valley Historical Society,Franklinville,NY,United States,PC,16-6073673,https://www.guidestar.org/profile/16-6073673,0.0,0.0,0.0
237353867,Canton Rotary Charitable Fund,Canton,OH,United States,PC,23-7353867,https://www.guidestar.org/profile/23-7353867,0.0,0.0,0.0
832374021,San Saba All Sports Booster Club,San Saba,TX,United States,PC,83-2374021,https://www.guidestar.org/profile/83-2374021,0.0,0.0,0.0
823819658,Gianna Cirella Memorial Fund,Warwick,RI,United States,PC,82-3819658,https://www.guidestar.org/profile/82-3819658,0.0,0.0,0.0
742830699,Mount Zion Tabernacle Inc.,El Prado,NM,United States,PC,74-2830699,https://www.guidestar.org/profile/74-2830699,0.0,0.0,0.0
362914986,Chinese Consolidated Benevolent Association,Chicago,IL,United States,PC,36-2914986,https://www.guidestar.org/profile/36-2914986,0.0,0.0,0.0
850836510,Denver Fringe Festival Inc.,Denver,CO,United States,PC,85-0836510,https://www.guidestar.org/profile/85-0836510,0.0,0.0,0.0
461029374,A Dollar A Tree for Haiti Inc.,Highland,MD,United States,PC,46-1029374,https://www.guidestar.org/profile/46-1029374,0.0,0.0,0.0
954582656,Hollywood Parkview Apartments,Los Angeles,CA,United States,PC,95-4582656,https://www.guidestar.org/profile/95-4582656,0.0,0.0,0.0
273556440,Linking Partners Ministries Inc.,Jacksonville,AR,United States,PC,27-3556440,https://www.guidestar.org/profile/27-3556440,0.0,0.0,0.0
263708682,Mount Zion Christian Fellowship International Inc.,Devine,TX,United States,PC,26-3708682,https://www.guidestar.org/profile/26-3708682,0.0,0.0,0.0
521841201,Pi Upsilon Lambda Charitable Foundation Inc.,Bowie,MD,United States,PC,52-1841201,https://www.guidestar.org/profile/52-1841201,0.0,0.0,0.0
860863202,Kimzey Evangelistic Ministries,Sun City,AZ,United States,PC,86-0863202,https://www.guidestar.org/profile/86-0863202,0.0,0.0,0.0
472979968,Pediatric Oncofertility Research Foundation,Oak Park,IL,United States,PC,47-2979968,https://www.guidestar.org/profile/47-2979968,0.0,0.0,0.0
300098497,Highline Community Band,Burien,WA,United States,PC,30-0098497,https://www.guidestar.org/profile/30-0098497,0.0,0.0,0.0
841075414,Environmental and Engineering Geophysical Society,Denver,CO,United States,PC,84-1075414,https://www.guidestar.org/profile/84-1075414,0.0,0.0,0.0
710585070,Antioch Missionary Baptist Church,Conway,AR,United States,PC,71-0585070,https://www.guidestar.org/profile/71-0585070,0.0,0.0,0.0
421215363,Montezma Community Fund Inc.,Montezuma,IA,United States,PC,42-1215363,https://www.guidestar.org/profile/42-1215363,0.0,0.0,0.0
237322338,Chippewa-Rogues Hollow Historical Society,Doylestown,OH,United States,PC,23-7322338,https://www.guidestar.org/profile/23-7322338,0.0,0.0,0.0
522033142,Lords Temple Church and Healing Center Inc.,Mitchellville,MD,United States,PC,52-2033142,https://www.guidestar.org/profile/52-2033142,0.0,0.0,0.0
473273015,I M Blessed 2,Argyle,TX,United States,PC,47-3273015,https://www.guidestar.org/profile/47-3273015,0.0,0.0,0.0
113028856,Talmud Torah Tifereth Jonah,Brooklyn,NY,United States,PC,11-3028856,https://www.guidestar.org/profile/11-3028856,,,
850550305,New Perspective Inc.,Olathe,CO,United States,PC,85-0550305,https://www.guidestar.org/profile/85-0550305,,,
473746807,Espy Foundation,Loma Linda,CA,United States,PC,47-3746807,https://www.guidestar.org/profile/47-3746807,0.0,0.0,0.0
20443670,Milfoil Crisis Committee,Meredith,NH,United States,PC,02-0443670,https://www.guidestar.org/profile/02-0443670,17215.0,2.0,2.0
813180903,South Jersey Pride,Galloway,NJ,United States,PC,81-3180903,https://www.guidestar.org/profile/81-3180903,0.0,0.0,0.0
770300008,Santa Maria Valley Quilt Guild,Santa Maria,CA,United States,PC,77-0300008,https://www.guidestar.org/profile/77-0300008,0.0,0.0,0.0
541236735,Elm Manor Homes,Roanoke,VA,United States,PC,54-1236735,https://www.guidestar.org/profile/54-1236735,1150212.0,376947.0,374925.0
911999989,Victory International Church,San Mateo,CA,United States,PC,91-1999989,https://www.guidestar.org/profile/91-1999989,,,
237438066,Reformed Baptist Church,Hartville,OH,United States,PC,23-7438066,https://www.guidestar.org/profile/23-7438066,,,
473292634,Veterans Help Veterans Corporation,Crestview,FL,United States,PC,47-3292634,https://www.guidestar.org/profile/47-3292634,0.0,0.0,0.0
251146128,Hill House Association,Pittsburgh,PA,United States,PC,25-1146128,https://www.guidestar.org/profile/25-1146128,11556065.0,2827931.0,2814753.0
832695628,Hello Local Corp,Beacon,NY,United States,PC,83-2695628,https://www.guidestar.org/profile/83-2695628,0.0,0.0,0.0
201496029,Mexican Foundation for Technology in Education,Houston,TX,United States,PC,20-1496029,https://www.guidestar.org/profile/20-1496029,0.0,0.0,0.0
472735516,Black Women Do Breastfeed Inc.,Charlotte,NC,United States,PC,47-2735516,https://www.guidestar.org/profile/47-2735516,0.0,0.0,0.0
931075456,Generous Ventures Gleaners,Portland,OR,United States,PC,93-1075456,https://www.guidestar.org/profile/93-1075456,0.0,0.0,0.0
510574133,Friends of the Newport Library,Newport,NC,United States,PC,51-0574133,https://www.guidestar.org/profile/51-0574133,0.0,0.0,0.0
742033203,American Gi Forum National Veterans Outreach Program Inc.,San Antonio,TX,United States,PC,74-2033203,https://www.guidestar.org/profile/74-2033203,6411107.0,9784169.0,9784169.0
823287617,Lillys Lifeline,Waynesboro,MS,United States,PC,82-3287617,https://www.guidestar.org/profile/82-3287617,1.0,1000.0,1000.0
396125547,Alano Club 12 Inc.,Eau Claire,WI,United States,PC,39-6125547,https://www.guidestar.org/profile/39-6125547,0.0,0.0,0.0
562514212,Temple of Good Fortune and Wisdom,San Francisco,CA,United States,PC,56-2514212,https://www.guidestar.org/profile/56-2514212,,,
465189576,Joy Community Services,Minneapolis,MN,United States,PC,46-5189576,https://www.guidestar.org/profile/46-5189576,0.0,0.0,0.0
832538675,Star Rescue,Miami,FL,United States,PC,83-2538675,https://www.guidestar.org/profile/83-2538675,,,
451623204,Chananya Backer Memorial Fund Inc.,Pikesville,MD,United States,PC,45-1623204,https://www.guidestar.org/profile/45-1623204,2077496.0,1275184.0,1176498.0
870776934,Built Green Washington,Bellevue,WA,United States,PC,87-0776934,https://www.guidestar.org/profile/87-0776934,0.0,0.0,0.0
592789167,Habitat for Humanity Greater Orlando and Osceola County Inc.,Orlando,FL,United States,PC,59-2789167,https://www.guidestar.org/profile/59-2789167,19235422.0,7525352.0,7414905.0
223415696,Closter Historic Society Inc.,Closter,NJ,United States,PC,22-3415696,https://www.guidestar.org/profile/22-3415696,0.0,0.0,0.0
341425764,Seville Historical Society Inc.,Seville,OH,United States,PC,34-1425764,https://www.guidestar.org/profile/34-1425764,0.0,0.0,0.0
10528097,Homeworks,Augusta,ME,United States,PC,01-0528097,https://www.guidestar.org/profile/01-0528097,16854.0,8500.0,8500.0
471779550,How to Be A Man Inc.,Houston,TX,United States,PC,47-1779550,https://www.guidestar.org/profile/47-1779550,1.0,0.0,0.0
453800695,Noblesville Lacrosse Inc.,Noblesville,IN,United States,PC,45-3800695,https://www.guidestar.org/profile/45-3800695,0.0,0.0,0.0
263186146,Wings Over Watersheds,Tucson,AZ,United States,PC,26-3186146,https://www.guidestar.org/profile/26-3186146,0.0,0.0,0.0
454103073,Holy City Ministries,Saint Louis,MO,United States,PC,45-4103073,https://www.guidestar.org/profile/45-4103073,0.0,0.0,0.0
272557623,Gifts of Love Inc.,Memphis,TN,United States,PC,27-2557623,https://www.guidestar.org/profile/27-2557623,0.0,0.0,0.0
831429308,Enugu State Association of Central Florida Inc.,Clermont,FL,United States,PC,83-1429308,https://www.guidestar.org/profile/83-1429308,0.0,0.0,0.0
581792146,New Life Worship Center Inc.,Little Rock,AR,United States,PC,58-1792146,https://www.guidestar.org/profile/58-1792146,0.0,0.0,0.0
851125188,Pensacola Packs Inc.,Pensacola,FL,United States,PC,85-1125188,https://www.guidestar.org/profile/85-1125188,0.0,0.0,0.0
521916564,Metro Club Inc.,Rockville,MD,United States,PC,52-1916564,https://www.guidestar.org/profile/52-1916564,0.0,0.0,0.0
850880538,Evelution Inc.,Elk Grove Vlg,IL,United States,PC,85-0880538,https://www.guidestar.org/profile/85-0880538,0.0,0.0,0.0
270743806,Seymour Tradition Inc.,Seymour,CT,United States,PC,27-0743806,https://www.guidestar.org/profile/27-0743806,0.0,0.0,0.0
261586102,Awakened Heart Ministries,Troy,MI,United States,PC,26-1586102,https://www.guidestar.org/profile/26-1586102,0.0,0.0,0.0
824901492,Ste Diamond,Addison,TX,United States,PC,82-4901492,https://www.guidestar.org/profile/82-4901492,0.0,0.0,0.0
825078479,Pitties & More Angel Rescue,San Jacinto,CA,United States,PC,82-5078479,https://www.guidestar.org/profile/82-5078479,0.0,0.0,0.0
626083488,History Associates of Wilson County,Lebanon,TN,United States,PC,62-6083488,https://www.guidestar.org/profile/62-6083488,0.0,0.0,0.0
910776525,Columbia Industries,Kennewick,WA,United States,PC,91-0776525,https://www.guidestar.org/profile/91-0776525,0.0,0.0,0.0
631262740,Cullman Pals Inc.,Cullman,AL,United States,PC,63-1262740,https://www.guidestar.org/profile/63-1262740,0.0,0.0,0.0
823259601,Derby Education Foundation,Derby,KS,United States,PC,82-3259601,https://www.guidestar.org/profile/82-3259601,0.0,0.0,0.0
274513965,Avas Gift to June Incorporated,Waxhaw,NC,United States,PC,27-4513965,https://www.guidestar.org/profile/27-4513965,0.0,0.0,0.0
202507842,Modern Family Alliance,Overland Park,KS,United States,PC,20-2507842,https://www.guidestar.org/profile/20-2507842,0.0,0.0,0.0
463140109,Go Reach Africa US Office Inc.,Amarillo,TX,United States,PC,46-3140109,https://www.guidestar.org/profile/46-3140109,0.0,0.0,0.0
371162578,New Life Christian Church,Morton,IL,United States,PC,37-1162578,https://www.guidestar.org/profile/37-1162578,0.0,0.0,0.0
815441203,Tttriumph400 Inc.,Albany,GA,United States,PC,81-5441203,https://www.guidestar.org/profile/81-5441203,0.0,0.0,0.0
831238051,New Dawn Family Resource Center Inc.,Pound Ridge,NY,United States,PC,83-1238051,https://www.guidestar.org/profile/83-1238051,0.0,0.0,0.0
471284931,Midwest Low Vision and Technology Center Inc.,Joplin,MO,United States,PC,47-1284931,https://www.guidestar.org/profile/47-1284931,0.0,0.0,0.0
521395130,Jubilee Monuments Corp,Sugar Land,TX,United States,PC,52-1395130,https://www.guidestar.org/profile/52-1395130,0.0,0.0,0.0
911553730,Mt. Spokane 2000,Mead,WA,United States,PC,91-1553730,https://www.guidestar.org/profile/91-1553730,0.0,0.0,0.0
920161817,Duct Tape Radio and Humanities Forum,Tok,AK,United States,PC,92-0161817,https://www.guidestar.org/profile/92-0161817,0.0,0.0,0.0
223535313,Living Parables Inc.,Branchburg,NJ,United States,PC,22-3535313,https://www.guidestar.org/profile/22-3535313,0.0,0.0,0.0
593760101,One Accord Outreach International Church Inc.,Orlando,FL,United States,PC,59-3760101,https://www.guidestar.org/profile/59-3760101,0.0,0.0,0.0
273440781,Sharon Community Chamber Orchestra Inc.,Sharon,MA,United States,PC,27-3440781,https://www.guidestar.org/profile/27-3440781,0.0,0.0,0.0
916526501,Wachtell Family Foundation Trust,Boise,ID,United States,PF,91-6526501,https://www.guidestar.org/profile/91-6526501,0.0,0.0,0.0
112730864,Amagil Foundation Inc.,Brooklyn,NY,United States,PF,11-2730864,https://www.guidestar.org/profile/11-2730864,0.0,0.0,0.0
731685921,The Margaret and Jennifer Kress Foundation Inc.,Wilmington,DE,United States,PF,73-1685921,https://www.guidestar.org/profile/73-1685921,0.0,0.0,0.0
824609602,Hong Shih Foundation Inc.,Arcadia,CA,United States,PF,82-4609602,https://www.guidestar.org/profile/82-4609602,0.0,0.0,0.0
